"If you use Klarna as processor, this setting controls the display of the conditions element. If you fulfill the Klarna requirements of displaying all necessary information in another way, and Klarna has recognized this, you may deactivate this option.","If you use Klarna as processor, this setting controls the display of the conditions element. If you fulfill the Klarna requirements of displaying all necessary information in another way, and Klarna has recognized this, you may deactivate this option."
"If you wish to use a custom style, you may either automatically detect your shop style (dynamic styling), or define the CSS above. You can either use in-line css with the 'Inline Style'-setting, or reference defined classes using the 'Classes'-setting.","If you wish to use a custom style, you may either automatically detect your shop style (dynamic styling), or define the CSS above. You can either use in-line css with the 'Inline Style'-setting, or reference defined classes using the 'Classes'-setting."
"If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Iframe Height","Altura del iFrame"
"Image Brand Selection","Image Brand Selection"
"In case ajax authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands.","In case ajax authorization is used, the brand of the credit card is detected by the card number and the card number is validated accordingly. This setting enables the restriction of the allowed brands."
"In case the security hash option is enabled, the hash secret is required.","Si la opción security hash está activada, el hash secret es necesario."
"In case the security hash option is enabled, the hash secret is required. This is only needed by the hidden authorization.","In case the security hash option is enabled, the hash secret is required. This is only needed by the hidden authorization."
"In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
"In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Inactive","Inactivo"
"Incl. Tax","Incl. impuesto"
"Information","Information"
"Inline Style","Inline Style"
"Instructions","Instructions"
"Integrator Test Mode","Integrator Modo de Prueba"
"Internal","Internal"
"Invalid login or password.","Invalid login or password."
"Invoice Appendix","Invoice Appendix"
"Invoice Delivery Method","Invoice Delivery Method"
"Invoice Items","Artículos factura"
"Invoice Settlement","Invoice Settlement"
"Invoice Totals","Totales de las facturas"
"Invoice settlement","Creación de la factura."
"Invoice was created successfully","La cuenta ha sido creada con éxito"
"Invoices","Facturas"
"Issue Number","Número de emisión"
"It is not possible to checkout in your country.","It is not possible to checkout in your country."
"Italy","Italy"
"Item","Item"
"Items","Items"
"Items Refunded","Items Refunded"
"JCB","JCB"
"Key / Hash did not match","Key / Hash did not match"
"Klarna","Klarna"
"Klarna (supports Hidden Authorization)","Klarna (supports Hidden Authorization)"
"Klarna (supports Payment Page)","Klarna (supports Payment Page)"
"Klarna: Conditions","Klarna: Conditions"
"Klarna: Merchant ID","Klarna: Merchant ID"
"Last name","Last name"
"Legal note","Legal note"
"Live HMAC Key","Live HMAC Key"
"Live Identifier (PBX_IDENTIFIANT)","Live Identifier (PBX_IDENTIFIANT)"
"Live Mode","Modo Live"
"Live Password","Live Password"
"Live Rang (PBX_RANG)","Live Rang (PBX_RANG)"
"Live Site ID (PBX_SITE)","Live Site ID (PBX_SITE)"
"Logging","Logging"
"Login","Login"
"Login & Register","Login & Register"
"Login and password are required.","Login and password are required."
"Maestro","Maestro"
"Mail Order / Telephone Order (MoTo)","Mail Order / Telephone Order (MoTo)"
"Mail order/telephone order authorization","Autorización para pedido para e-Mail/pedido telefónico"
"Male","Masculino"
"Manage Stores","Administrar las tiendas"
"Manage Open Payment Platform Aliases","Manage Open Payment Platform Aliases"
"Mandate","Mandate"
"Mandate (@identification)","Mandate (@identification)"
"Mandate text","Mandate text"
"MasteCcard (Debit)","MasteCcard (Debit)"
"MasterCard","MasterCard"
"Maximum Order Total","Cantidad máxima del pedido"
"Merchant ID","Merchant ID"
"Merchant Name","Merchant Name"
"Message","Notificación"
"Method Title","Method Title"
"Minimum Order Total","Cantidad mínima del pedido"
"Mit der ??bermittlung der f??r die Abwicklung des Rechnungskaufes und einer Identit??ts- und Bonit??tspr??fung erforderlichen Daten an payolution bin ich einverstanden. <a target='_top' href='!url'>Meine Einwilligung</a> kann ich jederzeit mit Wirkung f??r die Zukunft widerrufen.","Mit der ??bermittlung der f??r die Abwicklung des Rechnungskaufes und einer Identit??ts- und Bonit??tspr??fung erforderlichen Daten an payolution bin ich einverstanden. <a target='_top' href='!url'>Meine Einwilligung</a> kann ich jederzeit mit Wirkung f??r die Zukunft widerrufen."
"Month","Mes"
"My Open Payment Platform Aliases","My Open Payment Platform Aliases"
"Narrative Text 1st line","Narrative Text 1st line"
"Narrative Text 2nd line","Narrative Text 2nd line"
"Narrative Text 3rd line","Narrative Text 3rd line"
"Netherlands","Netherlands"
"New Order","New Order"
"New Order Status","Estado de orden nuevo"
"New card","New card"
"Next Update Execution Date","Next Update Execution Date"
"No","No"
"No BIC provided.","No BIC provided."
"No IBAN provided.","No IBAN provided."
"No Items","No Items"
"No Name Provided","No Name Provided"
"No additional payment information available.","No hay información adicional de pago disponible."
"No authorization method found for payment method !method.","Ningún método de autorización encontrado para el pago al !method."
"No button returned.","Botón no regresó."
"No channel id is set for the payment method '!paymentMethodName'.","No channel id is set for the payment method '!paymentMethodName'."
"No item type set.","No item type set."
"No payment methods have been configured for the generic method.","No payment methods have been configured for the generic method."
"No redirect URL provided. Contact Open Payment Platform.","No URL de redirección proporcionado. Póngase en contacto con ____ paymentServiceProviderName____."
"No redirection URL provided. Contact Open Payment Platform.","No redirection URL provided. Contact Open Payment Platform."
"No refund possible.","Ningún reembolso posible"
"No response has been received.","No response has been received."
"No shipping method needed.","No shipping method needed."
"No, use the dropdown.","No, use the dropdown."
"None","None"
"None (processing by merchant)","Ninguno (procesamiento por el comerciante)"
"None (processing by merchant, supports Server Authorization)","None (processing by merchant, supports Server Authorization)"
"Notification types","Notification types"
"Only an authorized transaction can be marked as finally declined.","Only an authorized transaction can be marked as finally declined."
"Only an uncertain transaction can be marked as finally declined.","Only an uncertain transaction can be marked as finally declined."
"Only authorized transaction can be cancelled.","Sólo las transacciones autorizadas se pueden cancelar."
"Only authorized transaction can be captured.","Sólo las transacciones autorizadas pueden ser contabilizadas"
"Only authorized transaction can be refunded.","Sólo las transacciones autorizadas pueden ser reembolsadas."
"Only captured transaction can be refunded.","Sólo las transacciones contabilizadas pueden ser reembolsadas"
"Only on captured transaction the flag customer refusing to pay can be set.","Only on captured transaction the flag customer refusing to pay can be set."
"Operation Mode","Modo de funcionamiento"
"Order #","Order #"
"Order Grand Total","Gran Total del Pedido"
"Order Information","Order Information"
"Order Prefix","Order Prefix"
"Order Review","Order Review"
"Order Summary","Order Summary"
"Order Total","Order Total"
"Order cancelled, because the customer was too long in the payment process of Open Payment Platform.","El pedido fue cancelado debido a que el cliente se encuentra demasiado tiempo en el proceso de pago de Open Payment Platform."
"Order prefix","Prefijo Orden"
"Order was placed using %s","Order was placed using %s"
"Orders","Orders"
"Orders with with payments that are longer pending than the specified timeout in minutes are cancelled automatically.","Pedidos cuyos pagos quedarán pendiente mayor que el tiempo definido en minutos se cancelarán automáticamente. Para utilizar esta función es necesario configurar Magento cron."
"Page Style Name","Page Style Name"
"Paid Amount","Cantidad pagada"
"Partial captures of Klarna payments cannot be created in the shop. This can only be done in the PSP backend.","Partial captures of Klarna payments cannot be created in the shop. This can only be done in the PSP backend."
"Partial refund not possible. You may retry with the total transaction amount.","Reembolso parcial imposible. El importe es mayor que el importe total contabilizado."
"Partial refunds of Klarna payments cannot be created in the shop. This can only be done in the PSP backend.","Partial refunds of Klarna payments cannot be created in the shop. This can only be done in the PSP backend."
"Password","Password"
"Password and password confirmation are not equal.","Password and password confirmation are not equal."
"Pay with ____paymentMethodName____","Pay with ____paymentMethodName____"
"Payment","Payment"
"Payment ID","ID de pago"
"Payment Id","ID de pago"
"Payment Information","Condiciones de venta"
"Payment Method","Forma de pago"
"Payment Methods","Payment Methods"
"Payment Surcharge","Payment Surcharge"
"Payment captured successfully.","Pago capturado con éxito."
"Payment could not be authorized. Cancelling order. Reason :","El pago no fue autorizado. El pedido será cancelado. Razón:"
"Payment details can be entered after placing the order","Detalles del pago se pueden introducir a partir del pedido"
"Payment from Applicable Countries","Payment from Applicable Countries"
"Payment from Specific Countries","Payment from Specific Countries"
"Payment from applicable countries","Pago de países aplicables"
"Payment from specific countries","Pago de países específicos"
"Payment is pending at OPPCw","Pago está pendiente con OPPCw"
"Payment method description","Descripción de la forma de pago"
"Payment with %s","Pago con %s"
"Payment with Open Payment Platform","Pago con Open Payment Platform"
"Payments may be updated periodically (interval in minutes). To use this feature you have to setup magento cron","Los pagos se pueden actualizar de forma automática (intervalo en minutos) via API (sie está activado). Para utilizar la función, el Magento Cron debe estar activado."
"Payolution","Payolution"
"Payolution (Server Authorization)","Payolution (Server Authorization)"
"Payolution (supports Server Authorization)","Payolution (supports Server Authorization)"
"Payolution - Due Date","Payolution - Due Date"
"Payolution - Reference","Payolution - Reference"
"Payolution - Transaction ID","Payolution - Transaction ID"
"Payolution - Trusted Shop","Payolution - Trusted Shop"
"Payolution - Workorder ID","Payolution - Workorder ID"
"Payolution terms","Payolution terms"
"Pending","Pendiente"
"Pending OPPCw","Pending OPPCw"
"Person (DE only)","Person (DE only)"
"Phone","Phone"
"Phone Number","Phone Number"
"Place Order","Place Order"
"Plain","Plain"
"Please accept the terms and conditions.","Please accept the terms and conditions."
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Please check the entered CVC number.","Por favor, compruebe el número de CVC introducido."
"Please check the entered credit card number.","Por favor, compruebe el número de la tarjeta de crédito introducida."
"Please enter here the Bank Identifier Code (BIC).","Por favor introduzca el Código de identificación bancaria (BIC)."
"Please enter here the CVC code from your card. You find the code on the back of the card.","Por favor, introduzca la CVC su tarjeta. Usted puede encontrar esto en la parte de atrás de su tarjeta de crédito."
"Please enter here the International Bank Account Number (IBAN).","Por favor introduzca el Número de Cuenta Bancaria Internacional (IBAN)."
"Please enter here the account holder name on the card.","Por favor introduzca el nombre titular de la cuenta de la tarjeta."
"Please enter here the account holder name.","Escriba aquí el nombre del titular."
"Please enter here the account number of your bank account.","Introduce el número de cuenta de tu cuenta bancaria."
"Please enter here the bank code of your bank.","Por favor, introduzca su código bancario."
"Please enter here the card holder name on the card.","Por favor indique el titular de la tarjeta a su tarjeta de crédito."
"Please enter here the commercial number of your company.","Por favor introduzca el número comercial de su empresa."
"Please enter here the name of the account owner.","Por favor, introduzca el nombre del titular de la cuenta bancaria"
"Please enter here the number on your card.","Por favor, introduzca su número de tarjeta"
"Please enter here the sales tax number of your company.","Por favor, introduzca aquí el número de impuesto sobre las ventas de su empresa."
"Please enter here your gender.","Please enter here your gender."
"Please enter here your phone number.","Please enter here your phone number."
"Please enter here your social security number.","Por favor, introduzca aquí su número de seguro social."
"Please enter the location of your bank.","Por favor, introduzca la ubicación de su banco."
"Please enter the name of your bank.","Por favor escriba el nombre de su banco."
"Please enter your IBAN number.","Por favor, introduzca su número de IBAN."
"Please enter your gender.","Introduzca su sexo."
"Please enter your issue number, if there is no CVC code on your card.","Por favor, introduzca su número de emisión, si no existe un código CVC de su tarjeta."
"Please enter your phone number.","Please enter your phone number."
"Please fill out the form completely","Please fill out the form completely"
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support","Por favor, parpadear o desactivar el almacenamiento de caché y vuelva a intentarlo. Si esto no ayuda, cambie el método de autorización para PaymentPage y <a href=""%s"" target=""_blank"">contacta sellXed</a>.', 'http://www.sellxed.com/en/support"
"Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Please log in below:","Please log in below:"
"Please pay the order to the following account.","Please pay the order to the following account."
"Please read and accept the terms and conditions.","Please read and accept the terms and conditions."
"Please select","Por favor seleccione"
"Please select a shipping method before sending the order.","Please select a shipping method before sending the order."
"Please select a shipping provider.","Please select a shipping provider."
"Please select the Bank Identifier Code (BIC) of your bank.","Por favor, seleccione el código de identificación bancaria (BIC) de su banco."
"Please select the day of your birth.","Por favor seleccione el día de su nacimiento."
"Please select the expiry month on your card.","Por favor seleccione el mes de la fecha de vencimiento de su tarjeta de crédito."
"Please select the expiry year on your card.","Por favor introduzca la fecha de caducidad de la tarjeta."
"Please select the month of your birth.","Por favor seleccione el mes de su nacimiento."
"Please select the point in the checkout process when the different checks should be processed.","Please select the point in the checkout process when the different checks should be processed."
"Please select the processor by which the invoice should be processed.","Por favor, seleccione el procesador por quién la factura debe ser procesado."
"Please select the the year of your birth.","Por favor, seleccione el año de tu nacimiento."
"Please specify the merchant id (EID) of your Klarna account.","Please specify the merchant id (EID) of your Klarna account."
"Please wait...","Please wait..."
"Poland","Poland"
"Portal ID","Portal ID"
"Postal code","Postal code"
"Price","Precio"
"Process ID","Process ID"
"Processor","Procesador"
"Product","Producto"
"Product Name","Product Name"
"Proposed address changes","Proposed address changes"
"Purchase Point","Purchase Point"
"Qty","Cantidad"
"Quantity can not be larger than 999.","Quantity can not be larger than 999."
"Received 'paid' action, however amount was incorrect (!actual instead of !expected).","Received 'paid' action, however amount was incorrect (!actual instead of !expected)."
"Received message with action @action.","Received message with action @action."
"Recurring Payments","Recurring Payments"
"Red","Red"
"Redirection was required to url @url.","Redirection was required to url @url."
"Reference No.","Reference No."
"Refund (announcement) is only available for the full order, not only parts.","Refund (announcement) is only available for the full order, not only parts."
"Refund Amount","Cantidad del reembolso"
"Refund ID","ID Reembolso"
"Refund amount","La cantidad del reembolso"
"Refund information","Informaciones del reembolso"
"Refund status","Estado de su reembolso"
"Refunded Amount","Importe reembolsado"
"Refunds","Refunds"
"Register","Register"
"Register to Create an Account","Register to Create an Account"
"Register with us for future convenience:","Register with us for future convenience:"
"Release Date","Release Date"
"Review","Review"
"Risk Based Capture","Risk Based Capture"
"Rounding Adjustment","Rounding Adjustment"
"Rounding Fee","Rounding Fee"
"Row Total","Fila total"
"SEPA Mandate ID","SEPA Mandate ID"
"SKU:","SKU:"
"Sales","Venta"
"Sales Tax Number","Número de Impuesto a las Ventas"
"Save","Guardar"
"Saved cards:","Tarjetas guardadas"
"Score","Score"
"Scoring check executed","Scoring check executed"
"Scoring check maximum","Scoring check maximum"
"Scoring check minimum","Scoring check minimum"
"Secret Key","Secret Key"
"Secret for Encryption","Secret for Encryption"
"Secret key","Secret key"
"Security Hash","Security Hash"
"Security Hash Secret","Security Hash Secret"
"Security Sender","Security Sender"
"See order and shipping status","See order and shipping status"
"Select 'ALL'","Select 'ALL'"
"Select 'PA' and 'DB' for PAYMENTS and 'ALL' for REGISTRATIONS.","Select 'PA' and 'DB' for PAYMENTS and 'ALL' for REGISTRATIONS."
"Select Brand","Seleccione una marca"
"Select Method","Select Method"
"Select the authorization method to use for processing this payment method.","Selecciona el método de autorización para este método de pago."
"Select the date of your birth.","Seleccione la fecha de su nacimiento."
"Select the date on which your card expires.","Selecciona la fecha de vencimiento de la tarjeta"
"Select the hash calculation method to use. This value must correspond with the selected value in the back-end of Open Payment Platform.","Select the hash calculation method to use. This value must correspond with the selected value in the back-end of Open Payment Platform."
"Selected IBAN","Selected IBAN"
"Send Basket","Send Basket"
"Send Invoice Email","Send Invoice Email"
"Send amounts to Open Payment Platform in base currency.","Send amounts to Open Payment Platform in base currency."
"Send amounts to Open Payment Platform in store's base currency.","Send amounts to Open Payment Platform in store's base currency."
"Send basket","Send basket"
"Send invoice email","Send invoice email"
"Send it by e-mail.","Send it by e-mail."
"Send it by postal services.","Send it by postal services."
"Send the invoice email automatically after invoice creation.","Send the invoice email automatically after invoice creation."
"Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","En 'Contabilización directa' el montante está directamente contabilizado al cliente. En el caso 'Contabilización retrasado' el montant está contabilizado con un retraso definido por usted."
"Set the sort order to show the external checkouts.","Set the sort order to show the external checkouts."
"Set to 'none'.","Set to 'none'."
"Settlement after order","Creación después del pedido"
"Setup","Setup"
"Shipping & Handling","Envío y dirección"
"Shipping Address","Shipping Address"
"Shipping Amount","Cantidad del envío"
"Shipping Information","Información del envío"
"Shipping Method","Shipping Method"
"Shipping Methods","Shipping Methods"
"Shipping Refund","Reembolso para el envío"
"Shipping provider","Shipping provider"
"Shop","Shop"
"Short Installation Instructions:","Short Installation Instructions:"
"Should the amount be captured automatically after the order (direct) or should the amount only be reserved (deferred)?","¿Desea que la cantidad se carga automáticamente después de la orden (directo), o la cantidad que se reservan sólo para el momento (en retrasado)?"
"Should the amount be captured automatically after the order (direct) or should the amount only be reserved (deferred)? If instructed to do so you can also choose the risk based capturing. But please note that this feature can only be used if your account has the option activated. Contact your service provider for more information.","Should the amount be captured automatically after the order (direct) or should the amount only be reserved (deferred)? If instructed to do so you can also choose the risk based capturing. But please note that this feature can only be used if your account has the option activated. Contact your service provider for more information."
"Show","Show"
"Show Account Selection","Show Account Selection"
"Show Further Settings and Information","Mostrar más ajustes e información."
"Show Image","Show Image"
"Show Payment Id","Show Payment Id"
"Show the payment id","Show the payment id"
"Show the payment id in the order information","Show the payment id in the order information"
"Show the payment image","Show the payment image"
"Show the payment image on the checkout page","Show the payment image on the checkout page"
"Sign In","Sign In"
"Slovak Republic","Slovak Republic"
"Social Security Number","Número de Seguro Social"
"Sorry, your payment request has been declined by AfterPay.","Sorry, your payment request has been declined by AfterPay."
"Sort Code","Sort Code"
"Sort Order","Modificar orden"
"Spain","Spain"
"State is required for country @country.","State is required for country @country."
"Status","Estado"
"Status Message","Mensaje de estado"
"Store the payment details","Store the payment details"
"Stored payment details","Stored payment details"
"Street","Street"
"Sub Account ID","Sub Account ID"
"Submit","Submit"
"Submit Order","Submit Order"
"Submitting order information...","Submitting order information..."
"Subtotal","Total parcial"
"Success","Exito"
"Successful","Con éxito"
"Successful online refund of amount","Reembolso exitosa línea de cantidad"
"Successful payment authorization.","Autorización de pago con éxito."
"Successfull online refund of amount","Reembolso del montante con éxito"
"Support","Support"
"Switzerland","Switzerland"
"Tax Amount","Total de impuestos"
"Technical Issue Message","Technical Issue Message"
"Technical issue: This payment methods is not available at the moment.","Problema técnico: Esta forma de pago no está disponible actualmente."
"Terms and Conditions","Terms and Conditions"
"Test Mode","Test Mode"
"Test Transaction","Test Transaction"
"The 'Integrator Test Mode' sends all payments to Open Payment Platform, but no financial institute is contacted. In the 'Connector Test Mode' the transaction is sent to the corresponding financial institute as test transaction. In live mode all transactions are processed.","El 'Integrator Test Mode' envía todos los pagos a ____ paymentServiceProviderName____, pero ningún instituto financiero se pone en contacto. En el 'Connector Test Mode' la transacción se envía a la entidad financiera correspondiente, tal como transacción de prueba. En el Live Mode se procesan todas las transacciones."
"The Entity ID is a unique key for the identification of the unit which sends transactions into the system.","The Entity ID is a unique key for the identification of the unit which sends transactions into the system."
"The HMAC key as defined in the live backoffice of Open Payment Platform. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of Open Payment Platform. You may need generate the HMAC key. Please take a look at the manual how to do this."
"The IBAN is invalid.","The IBAN is invalid."
"The IBAN is missing.","The IBAN is missing."
"The Klarna payment method cannot be used by companies.","The Klarna payment method cannot be used by companies."
"The Klarna payment method cannot be used in the customer's country.","The Klarna payment method cannot be used in the customer's country."
"The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","El esquema de mandato SEPA no contiene la etiqueta '!tag'. Se requiere esta etiqueta."
"The SHA signatures do not match.","Las firmas SHA no coinciden."
"The VAT category is invalid.","The VAT category is invalid."
"The VAT category is missing.","The VAT category is missing."
"The VAT number is missing.","The VAT number is missing."
"The alias could not be found.","The alias could not be found."
"The alias has been deleted.","El alias se ha eliminado."
"The alias manager allows the customer to select from a credit card previously stored. The credit card data is stored by Open Payment Platform.","El Alias Manager permite al cliente pagar con una tarjeta de crédito ya almacenado . Esta información de la tarjeta de crédito se almacena en Open Payment Platform."
"The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conductet with error code: !code, and reason: !reason:"
"The amount could not be verified.","The amount could not be verified."
"The amount of !amount is authorized.","La cantidad de cada !amount está autorizado."
"The amount of !amount is captured.","La cantidad de cada  !amount es capturado."
"The authorization is confirmed.","Se confirma la autorización."
"The authorization is denied: !errorMessage","The authorization is denied: !errorMessage"
"The authorization method '!method' is not supported.","El método de autorización '!method' no es compatible."
"The authorization was denied.","The authorization was denied."
"The authorization was not successful","The authorization was not successful"
"The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting."
"The brand with external name '!key' was not present in the map.","La marca con la tecla '!key' no se encontró en el mapa información de la tarjeta."
"The brand with key '!key' was not found in the card information map.","La marca con la tecla !key' no se encontró en el mapa información de la tarjeta."
"The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","La cantidad de captura (!captureAmount) no puede ser mayor que el monto autorizado (!authorizedAmount)."
"The capture failed.","The capture failed."
"The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The capture item with SKU '@sku' is not present in the original order.","The capture item with SKU '@sku' is not present in the original order."
"The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?"
"The chamber of commerce number is incorrect.","The chamber of commerce number is incorrect."
"The chamber of commerce number is missing.","The chamber of commerce number is missing."
"The channel ID is a unique key for the identification of the unit which sends transactions into the system.","El channel ID es una clave única para identificar el elemento que transmite la transacción al sistema."
"The comapny name is incorrect.","The comapny name is incorrect."
"The company name is missing.","The company name is missing."
"The company vat number number needs to be set.","The company vat number number needs to be set."
"The configuration has been saved.","La configuración se ha guardado."
"The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output."
"The country code of the phone number is invalid.","The country code of the phone number is invalid."
"The country code of the phone number is missing.","The country code of the phone number is missing."
"The currency preference is invalid.","The currency preference is invalid."
"The currency preference is missing.","The currency preference is missing."
"The customer can decide, how to receive the invoice.","The customer can decide, how to receive the invoice."
"The customer does not finish the payment with in the timeout.","The customer does not finish the payment with in the timeout."
"The date of birth is invalid.","The date of birth is invalid."
"The date of birth is missing.","The date of birth is missing."
"The date of birth is required.","The date of birth is required."
"The date of birth needs to be set.","The date of birth needs to be set."
"The debtor ID for processing SEPA mandates.","The debtor ID for processing SEPA mandates."
"The department name is invalid.","The department name is invalid."
"The department name is missing.","The department name is missing."
"The email address is invalid.","The email address is invalid."
"The email address is missing.","The email address is missing."
"The establishment number is invalid.","The establishment number is invalid."
"The establishment number is missing.","The establishment number is missing."
"The first of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off.","The first of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off."
"The first of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off. The placeholder {reference_id} can be used to display the reference number on the account statement.","The first of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off. The placeholder {reference_id} can be used to display the reference number on the account statement."
"The gender is required.","The gender is required."
"The given BIC is invalid.","The given BIC is invalid."
"The given CVC code has the wrong length.","El código CVC dado tiene una longitud incorrecta."
"The given IBAN is invalid.","The given IBAN is invalid."
"The given address was invalid.","The given address was invalid."
"The given card number has an invalid check sum.","El número de tarjeta dada tiene una suma de comprobación no válida."
"The given card number has an invalid length.","El número de tarjeta dada tiene una longitud no válida."
"The given hmac key is empty.","The given hmac key is empty."
"The given identifier is empty.","The given identifier is empty."
"The given password is empty.","The given password is empty."
"The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a nummeric value with length of two."
"The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a nummeric value with length of two."
"The given site number is empty.","The given site number is empty."
"The given transaction is not of type Customweb_OPPCw_Authorization_Transaction.","The given transaction is not of type Customweb_OPPCw_Authorization_Transaction."
"The height of the iframe containing the input field.","The height of the iframe containing the input field."
"The house number addition is invalid.","The house number addition is invalid."
"The house number addition is missing.","The house number addition is missing."
"The house number is invalid.","The house number is invalid."
"The house number is missing.","The house number is missing."
"The identifier as defined in the backoffice of Open Payment Platform.","The identifier as defined in the backoffice of Open Payment Platform."
"The initials are invalid.","The initials are invalid."
"The initials are missing.","The initials are missing."
"The integrity of the response message and parameters can be guaranteed via a digital signature generated with SHA-1 algorithm. This has to be enabled in the PSP administration panel.","La integridad del mensaje de respuesta y el parámetro puede ser garantizada por la firma digital (generado usando el algoritmo SHA-1). Esto debe estar habilitado en el área de administración PSP."
"The integrity of the response message and parameters can be guaranteed via a digital signature generated with SHA-1 algorithm. This has to be enabled in the PSP administration panel. This is only needed by the hidden authorization.","The integrity of the response message and parameters can be guaranteed via a digital signature generated with SHA-1 algorithm. This has to be enabled in the PSP administration panel. This is only needed by the hidden authorization."
"The invoice could not be captured and processed by","La cuenta no se ha podido contabilizar i procesar de Open Payment Platform."
"The invoice could not be captured and processed. Reason:","La factura no puede ser capturado y procesado. Motivo:"
"The invoice could not be found.","La factura no se pudo encontrar."
"The invoice has been changed.","La factura se ha cambiado."
"The invoice no longer exists.","La factura ya no existe."
"The language preference is invalid.","The language preference is invalid."
"The language preference is missing.","The language preference is missing."
"The layout does not contain the tag '!layout_tag'.","La disposición no contiene la etiqueta '!layout_tag'."
"The merchant id provided by Open Payment Platform","The merchant id provided by Open Payment Platform"
"The merchant name, displayed to customer on SEPA mandates.","The merchant name, displayed to customer on SEPA mandates."
"The minimum age for ordering with Payolution is 18 years.","The minimum age for ordering with Payolution is 18 years."
"The name of the city is invalid.","The name of the city is invalid."
"The name of the city is missing.","The name of the city is missing."
"The name prefix is invalid.","The name prefix is invalid."
"The name prefix is missing.","The name prefix is missing."
"The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"The order is not fully completed. Please contact the store owner.","The order is not fully completed. Please contact the store owner."
"The order number is already excisting.","The order number is already excisting."
"The order number is invalid.","The order number is invalid."
"The order number is missing.","The order number is missing."
"The orderline is invalid.","The orderline is invalid."
"The orderline is missing.","The orderline is missing."
"The parameters ""3DSIGNVAL"" was false.","The parameters ""3DSIGNVAL"" was false."
"The parent transaction reference already exists.","The parent transaction reference already exists."
"The parent transaction reference is invalid.","The parent transaction reference is invalid."
"The parent transaction reference is missing.","The parent transaction reference is missing."
"The password is provided by Open Payment Platform.","La contraseña la proporciona Open Payment Platform."
