"In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is on hold until the transaction reaches the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Inactive","Inactive"
"Incl. Tax","Incl. Tax"
"Information","Information"
"Inline Style","Inline Style"
"Instructions","Instructions"
"Integrator Test Mode","Integrator Test Mode"
"Internal","Internal (The payment information will not be sent to the acquiring bank)."
"Invalid login or password.","Invalid login or password."
"Invoice Appendix","Invoice Appendix"
"Invoice Delivery Method","Invoice Delivery Method"
"Invoice Items","Invoice Items"
"Invoice Settlement","Invoice Settlement"
"Invoice Totals","Invoice Totals"
"Invoice settlement","Invoice settlement"
"Invoice was created successfully","Invoice was successfully created"
"Invoices","Invoices"
"Issue Number","Issue Number"
"It is not possible to checkout in your country.","It is not possible to checkout in your country."
"Italy","Italy (IT)"
"Item","Item"
"Items","Items"
"Items Refunded","Items Refunded"
"JCB","JCB"
"Key / Hash did not match","Key / Hash did not match"
"Klarna","Klarna"
"Klarna (supports Hidden Authorization)","Klarna (supports Hidden Authorization)"
"Klarna (supports Payment Page)","Klarna (supports Payment Page)"
"Klarna: Conditions","Klarna: Conditions"
"Klarna: Merchant ID","Klarna: Merchant ID"
"Last name","Last name"
"Legal note","Legal note"
"Live HMAC Key","Live HMAC Key"
"Live Identifier (PBX_IDENTIFIANT)","Live Identifier (PBX_IDENTIFIANT)"
"Live Mode","Live Mode"
"Live Password","Live Password"
"Live Rang (PBX_RANG)","Live Rang (PBX_RANG)"
"Live Site ID (PBX_SITE)","Live Site ID (PBX_SITE)"
"Logging","Logging"
"Login","Login"
"Login & Register","Login & Register"
"Login and password are required.","Login and password are required."
"Maestro","Maestro"
"Mail Order / Telephone Order (MoTo)","Mail Order/Telephone Order (MoTo)"
"Mail order/telephone order authorization","Mail order/telephone order authorization"
"Male","Male"
"Manage Stores","Manage Stores"
"Manage Open Payment Platform Aliases","Manage Open Payment Platform Aliases"
"Mandate","Mandate"
"Mandate (@identification)","Mandate (@identification)"
"Mandate text","Mandate text"
"MasteCcard (Debit)","MasterCard (Debit)"
"MasterCard","MasterCard"
"Maximum Order Total","Maximal order total"
"Merchant ID","Merchant ID"
"Merchant Name","Merchant Name"
"Message","Message"
"Method Title","Method Title"
"Minimum Order Total","Minimum order total"
"Mit der ??bermittlung der f??r die Abwicklung des Rechnungskaufes und einer Identit??ts- und Bonit??tspr??fung erforderlichen Daten an payolution bin ich einverstanden. <a target='_top' href='!url'>Meine Einwilligung</a> kann ich jederzeit mit Wirkung f??r die Zukunft widerrufen.","Mit der ??bermittlung der f??r die Abwicklung des Rechnungskaufes und einer Identit??ts- und Bonit??tspr??fung erforderlichen Daten an payolution bin ich einverstanden. <a target='_top' href='!url'>Meine Einwilligung</a> kann ich jederzeit mit Wirkung f??r die Zukunft widerrufen."
"Month","Month"
"My Open Payment Platform Aliases","My Open Payment Platform Aliases"
"Narrative Text 1st line","Narrative Text 1st line"
"Narrative Text 2nd line","Narrative Text 2nd line"
"Narrative Text 3rd line","Narrative Text 3rd line"
"Netherlands","Netherlands (NL)"
"New Order","New Order"
"New Order Status","New order status"
"New card","New card"
"Next Update Execution Date","Next Update Execution Date"
"No","No"
"No BIC provided.","No BIC provided."
"No IBAN provided.","No IBAN provided."
"No Items","No Items"
"No Name Provided","No Name Provided"
"No additional payment information available.","No additional payment information available"
"No authorization method found for payment method !method.","No authorization method found for payment method !method."
"No button returned.","No button returned."
"No channel id is set for the payment method '!paymentMethodName'.","No channel ID is set for the payment method '!paymentMethodName'."
"No item type set.","No item type set."
"No payment methods have been configured for the generic method.","No payment methods have been configured for the generic method."
"No redirect URL provided. Contact Open Payment Platform.","No redirect URL provided. Contact Open Payment Platform."
"No redirection URL provided. Contact Open Payment Platform.","No redirection URL provided. Contact Open Payment Platform."
"No refund possible.","No refund possible"
"No response has been received.","No response has been received."
"No shipping method needed.","No shipping method needed."
"No, use the dropdown.","No, use the dropdown menu."
"None","None"
"None (processing by merchant)","None (processing by merchant)"
"None (processing by merchant, supports Server Authorization)","None (processing by merchant, supports Server Authorization)"
"Notification types","Notification types"
"Only an authorized transaction can be marked as finally declined.","Only authorized transactions can be marked as finally declined."
"Only an uncertain transaction can be marked as finally declined.","Only uncertain transactions can be marked as finally declined."
"Only authorized transaction can be cancelled.","Only authorised transaction can be cancelled."
"Only authorized transaction can be captured.","Only authorised transactions can be captured."
"Only authorized transaction can be refunded.","Only authorised transaction can be refunded."
"Only captured transaction can be refunded.","Only captured transaction can be refunded."
"Only on captured transaction the flag customer refusing to pay can be set.","It is only possible to set a flag for customers refusing to pay on captured transactions."
"Operation Mode","Operation mode"
"Order #","Order Number"
"Order Grand Total","Order Grand Total"
"Order Information","Order Information"
"Order Prefix","Order Prefix"
"Order Review","Order Review"
"Order Summary","Order Summary"
"Order Total","Order total"
"Order cancelled, because the customer was too long in the payment process of Open Payment Platform.","Order cancelled because the customer was in the payment process of Open Payment Platform for too long."
"Order prefix","Order prefix"
"Order was placed using %s","Order was placed using %s"
"Orders","Orders"
"Orders with with payments that are longer pending than the specified timeout in minutes are cancelled automatically.","Orders, with payments that have been pending for longer than the specified time-out in minutes, are cancelled automatically. To use this feature you have to setup the Magento cron."
"Page Style Name","Page Style Name"
"Paid Amount","Paid Amount"
"Partial captures of Klarna payments cannot be created in the shop. This can only be done in the PSP backend.","Partial captures of Klarna payments cannot be created in the shop. This can only be done in the PSP backend."
"Partial refund not possible. You may retry with the total transaction amount.","Partial refund not possible. The sum is larger than the total captured amount."
"Partial refunds of Klarna payments cannot be created in the shop. This can only be done in the PSP backend.","Partial refunds of Klarna payments cannot be created in the shop. This can only be done in the PSP backend."
"Password","Password"
"Password and password confirmation are not equal.","""Password"" and ""Password Confirmation"" don't match."
"Pay with ____paymentMethodName____","Pay with ____paymentMethodName____"
"Payment","Payment"
"Payment ID","Payment ID"
"Payment Id","Payment ID"
"Payment Information","Payment Information"
"Payment Method","Payment Method"
"Payment Methods","Payment Methods"
"Payment Surcharge","Payment Surcharge"
"Payment captured successfully.","Payment captured successfully"
"Payment could not be authorized. Cancelling order. Reason :","Payment could not be authorised. Order is being cancelled for the reason:"
"Payment details can be entered after placing the order","Payment details can be entered after placing the order"
"Payment from Applicable Countries","Payment from applicable countries"
"Payment from Specific Countries","Payment from specific countries"
"Payment from applicable countries","Payment from applicable countries"
"Payment from specific countries","Payment from specific countries"
"Payment is pending at OPPCw","Payment is pending with OPPCw"
"Payment method description","Payment method description"
"Payment with %s","Payment with %s"
"Payment with Open Payment Platform","Payment with Open Payment Platform"
"Payments may be updated periodically (interval in minutes). To use this feature you have to setup magento cron","The state of the payment will be be updated periodically (interval in minutes) via API if activated. To use this feature you have to setup Magento cron."
"Payolution","Payolution"
"Payolution (Server Authorization)","Payolution (Server Authorization)"
"Payolution (supports Server Authorization)","Payolution (supports Server Authorization)"
"Payolution - Due Date","Payolution - Due Date"
"Payolution - Reference","Payolution - Reference"
"Payolution - Transaction ID","Payolution - Transaction ID"
"Payolution - Trusted Shop","Payolution - Trusted Shop"
"Payolution - Workorder ID","Payolution - Workorder ID"
"Payolution terms","Payolution terms"
"Pending","Pending"
"Pending OPPCw","Pending OPPCw"
"Person (DE only)","Person (DE only)"
"Phone","Phone"
"Phone Number","Phone number"
"Place Order","Place Order"
"Plain","Plain"
"Please accept the terms and conditions.","Please accept the terms and conditions."
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Please check the entered CVC number.","Please check the entered CVC number."
"Please check the entered credit card number.","Please check the entered credit card number."
"Please enter here the Bank Identifier Code (BIC).","Please enter here the Bank Identifier Code (BIC)."
"Please enter here the CVC code from your card. You find the code on the back of the card.","Please enter the CVC code from your card. You can find the code on the back of the card."
"Please enter here the International Bank Account Number (IBAN).","Please enter here the International Bank Account Number (IBAN)."
"Please enter here the account holder name on the card.","Please enter here the account holder name on the card."
"Please enter here the account holder name.","Please enter here the account holder name."
"Please enter here the account number of your bank account.","Please enter here the International Bank Account Number (IBAN)."
"Please enter here the bank code of your bank.","Please enter here the bank code of your bank"
"Please enter here the card holder name on the card.","Please enter the card holder's name."
"Please enter here the commercial number of your company.","Please enter the commercial number of your company."
"Please enter here the name of the account owner.","Please enter the name of the account owner"
"Please enter here the number on your card.","Please enter your card number."
"Please enter here the sales tax number of your company.","Please enter here the sales tax number of your company."
"Please enter here your gender.","Please enter your gender here."
"Please enter here your phone number.","Please enter your phone number here."
"Please enter here your social security number.","Please enter your social security number."
"Please enter the location of your bank.","Please enter the location of your bank."
"Please enter the name of your bank.","Please enter the name of your bank."
"Please enter your IBAN number.","Please enter your IBAN number."
"Please enter your gender.","Please enter your gender."
"Please enter your issue number, if there is no CVC code on your card.","Please enter your issue number, if there is no CVC code on your card."
"Please enter your phone number.","Please enter your phone number."
"Please fill out the form completely","Please fill out the form completely"
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support","Please empty or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support"
"Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Please log in below:","Please log in below:"
"Please pay the order to the following account.","Please pay the order to the following account."
"Please read and accept the terms and conditions.","Please read and accept the terms and conditions."
"Please select","Please select"
"Please select a shipping method before sending the order.","Please select a shipping method before sending the order."
"Please select a shipping provider.","Please select a shipping provider."
"Please select the Bank Identifier Code (BIC) of your bank.","Please select the Bank Identifier Code (BIC) of your bank."
"Please select the day of your birth.","Please select the day of your birth."
"Please select the expiry month on your card.","You have to enter the month of the card expiry"
"Please select the expiry year on your card.","Please select your card's year of expiry."
"Please select the month of your birth.","Please select the month of your birth."
"Please select the point in the checkout process when the different checks should be processed.","Please select the point in the checkout process when the different checks should be processed."
"Please select the processor by which the invoice should be processed.","Please select the processor by which the invoice should be processed."
"Please select the the year of your birth.","Please select the the year of your birth."
"Please specify the merchant id (EID) of your Klarna account.","Please specify the merchant id (EID) of your Klarna account."
"Please wait...","Please wait..."
"Poland","Poland"
"Portal ID","Portal ID"
"Postal code","Postal code"
"Price","Price"
"Process ID","Process ID"
"Processor","Processor"
"Product","Product"
"Product Name","Product name"
"Proposed address changes","Proposed address changes"
"Purchase Point","Point of Purchase"
"Qty","Qty"
"Quantity can not be larger than 999.","Quantity can not be larger than 999."
"Received 'paid' action, however amount was incorrect (!actual instead of !expected).","Received 'paid' action, however amount was incorrect (!actual instead of !expected)."
"Received message with action @action.","Received message with action @action."
"Recurring Payments","Recurring Payments"
"Red","Red"
"Redirection was required to url @url.","Redirection was required to url @url."
"Reference No.","Reference No."
"Refund (announcement) is only available for the full order, not only parts.","Refund (announcement) is only available for the full order, not only parts."
"Refund Amount","Refunded amount"
"Refund ID","Refund ID"
"Refund amount","Refunded amount"
"Refund information","Refund information"
"Refund status","Refund status"
"Refunded Amount","Refunded amount"
"Refunds","Credit Memo"
"Register","Register"
"Register to Create an Account","Register to create an account"
"Register with us for future convenience:","Register with us for future convenience:"
"Release Date","Release Date"
"Review","Review"
"Risk Based Capture","Risk Based Capture"
"Rounding Adjustment","Rounding Adjustments"
"Rounding Fee","Rounding Fee"
"Row Total","Row Total"
"SEPA Mandate ID","SEPA Mandate ID"
"SKU:","SKU:"
"Sales","Sales"
"Sales Tax Number","Sales Tax Number"
"Save","Save"
"Saved cards:","Saved cards:"
"Score","Score"
"Scoring check executed","Scoring check executed"
"Scoring check maximum","Scoring check maximum"
"Scoring check minimum","Scoring check minimum"
"Secret Key","Secret Key"
"Secret for Encryption","Secret for Encryption"
"Secret key","Secret key"
"Security Hash","Security Hash"
"Security Hash Secret","Security Hash"
"Security Sender","Security Sender"
"See order and shipping status","See order and shipping status"
"Select 'ALL'","Select 'ALL'"
"Select 'PA' and 'DB' for PAYMENTS and 'ALL' for REGISTRATIONS.","Select 'PA' and 'DB' for PAYMENTS and 'ALL' for REGISTRATIONS."
"Select Brand","Select card brand"
"Select Method","Select Method"
"Select the authorization method to use for processing this payment method.","Select the authorisation method to use in order to process this payment method. (Please be aware that the hidden mode for credit cards (if available) requires additional PCI certification requirements. Contact Open Payment Platform for additional information)."
"Select the date of your birth.","Select your date of birth."
"Select the date on which your card expires.","Select the expiry date of your card."
"Select the hash calculation method to use. This value must correspond with the selected value in the back-end of Open Payment Platform.","Select the hash calculation method to use. This value must correspond with the selected value in the back-end of Open Payment Platform."
"Selected IBAN","Selected IBAN"
"Send Basket","Send Basket"
"Send Invoice Email","Send Invoice Email"
"Send amounts to Open Payment Platform in base currency.","Send amounts to Open Payment Platform in base currency."
"Send amounts to Open Payment Platform in store's base currency.","Send amounts to Open Payment Platform in store's base currency."
"Send basket","Send basket"
"Send invoice email","Send invoice email"
"Send it by e-mail.","Send it by e-mail."
"Send it by postal services.","Send it by postal services."
"Send the invoice email automatically after invoice creation.","Send the invoice email automatically after invoice creation."
"Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","With 'direct capturing' the the customer is debited directly after completion of payment. In the case of 'deferred capturing' the amount is debited at a moment defined by you."
"Set the sort order to show the external checkouts.","Set the sort order to show the external checkouts."
"Set to 'none'.","Set to 'none'."
"Settlement after order","Settlement after order"
"Setup","Setup"
"Shipping & Handling","Shipping & Handling"
"Shipping Address","Delivery address"
"Shipping Amount","Shipping Amount"
"Shipping Information","Shipping Information"
"Shipping Method","Shipping Method"
"Shipping Methods","Shipping Methods"
"Shipping Refund","Shipping Refund"
"Shipping provider","Shipping provider"
"Shop","Shop"
"Short Installation Instructions:","Short Installation Instructions:"
"Should the amount be captured automatically after the order (direct) or should the amount only be reserved (deferred)?","Should the amount be captured automatically after the order (direct) or should the amount only be reserved (deferred)?"
"Should the amount be captured automatically after the order (direct) or should the amount only be reserved (deferred)? If instructed to do so you can also choose the risk based capturing. But please note that this feature can only be used if your account has the option activated. Contact your service provider for more information.","Should the amount be captured automatically after the order (direct) or should the amount only be reserved (deferred)? If instructed to do so you can also choose the risk based capturing. But please note that this feature can only be used if your account has the option activated. Contact your service provider for more information."
"Show","Show"
"Show Account Selection","Show Account Selection"
"Show Further Settings and Information","Show further settings and information"
"Show Image","Show Image"
"Show Payment Id","Show Payment ID"
"Show the payment id","Show the payment ID"
"Show the payment id in the order information","Show the payment ID in the order information"
"Show the payment image","Show the payment image"
"Show the payment image on the checkout page","Show the payment image on the checkout page"
"Sign In","Sign In"
"Slovak Republic","Slovak Republic"
"Social Security Number","Social Security Number"
"Sorry, your payment request has been declined by AfterPay.","Sorry, your payment request has been declined by AfterPay."
"Sort Code","Sort Code"
"Sort Order","Sort Order"
"Spain","Spain"
"State is required for country @country.","State is required for country @country."
"Status","State"
"Status Message","Status message"
"Store the payment details","Store the payment details"
"Stored payment details","Stored payment details"
"Street","Street"
"Sub Account ID","Sub Account ID"
"Submit","Submit"
"Submit Order","Submit Order"
"Submitting order information...","Submitting order information..."
"Subtotal","Subtotal"
"Success","Successful"
"Successful","Successful"
"Successful online refund of amount","Successful online refund of amount"
"Successful payment authorization.","Successful payment authorization"
"Successfull online refund of amount","Successful online refund of amount"
"Support","Support"
"Switzerland","Switzerland (CH)"
"Tax Amount","Tax Amount"
"Technical Issue Message","Technical Issue Message"
"Technical issue: This payment methods is not available at the moment.","Technical issue: This payment method is not available at the moment."
"Terms and Conditions","Terms and Conditions"
"Test Mode","Test Mode"
"Test Transaction","Test Transaction"
"The 'Integrator Test Mode' sends all payments to Open Payment Platform, but no financial institute is contacted. In the 'Connector Test Mode' the transaction is sent to the corresponding financial institute as test transaction. In live mode all transactions are processed.","The 'Integrator Test Mode' sends all payments to Open Payment Platform, but no financial institute is contacted. In the 'Connector Test Mode' the transaction is sent to the corresponding financial institute as test transaction. In live mode all transactions are processed."
"The Entity ID is a unique key for the identification of the unit which sends transactions into the system.","The Entity ID is a unique key for the identification of the unit which sends transactions into the system."
"The HMAC key as defined in the live backoffice of Open Payment Platform. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of Open Payment Platform. You may need generate the HMAC key. Please take a look at the manual how to do this."
"The IBAN is invalid.","The IBAN is invalid."
"The IBAN is missing.","The IBAN is missing."
"The Klarna payment method cannot be used by companies.","The Klarna payment method cannot be used by companies."
"The Klarna payment method cannot be used in the customer's country.","The Klarna payment method cannot be used in the customer's country."
"The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","The SEPA mandate schema does not contain the tag '!tag'. This tag is required."
"The SHA signatures do not match.","SHA signatures do not match"
"The VAT category is invalid.","The VAT category is invalid."
"The VAT category is missing.","The VAT category is missing."
"The VAT number is missing.","The VAT number is missing."
"The alias could not be found.","The alias could not be found."
"The alias has been deleted.","The alias has been deleted."
"The alias manager allows the customer to select from a credit card previously stored. The credit card data is stored by Open Payment Platform.","The alias manager allows the customer to pay with a previously stored credit card. The credit card data is stored with Open Payment Platform."
"The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conducted with error code: !code, and reason: !reason:"
"The amount could not be verified.","The amount could not be verified."
"The amount of !amount is authorized.","The amount of !amount is authorized."
"The amount of !amount is captured.","The amount of !amount is captured."
"The authorization is confirmed.","The authorization has been approved."
"The authorization is denied: !errorMessage","The authorization has been denied: !errorMessage"
"The authorization method '!method' is not supported.","The authorization method '!method' is not supported."
"The authorization was denied.","The authorization was denied."
"The authorization was not successful","Authorization error. Authorization not successful."
"The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting."
"The brand with external name '!key' was not present in the map.","The brand with external name '!key' was not present in the map."
"The brand with key '!key' was not found in the card information map.","The brand with key '!key' was not found in the card information map."
"The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount)."
"The capture failed.","The capture failed."
"The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The capture item with SKU '@sku' has a higher amount (@amountItem) than the original item (@amountOriginal)."
"The capture item with SKU '@sku' is not present in the original order.","The capture item with SKU '@sku' is not present in the original order."
"The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown should the brand selection using images."
"The chamber of commerce number is incorrect.","The chamber of commerce number is incorrect."
"The chamber of commerce number is missing.","The chamber of commerce number is missing."
"The channel ID is a unique key for the identification of the unit which sends transactions into the system.","The channel ID is a unique key for the identification of the unit which sends transactions into the system."
"The comapny name is incorrect.","The company name is incorrect."
"The company name is missing.","The company name is missing."
"The company vat number number needs to be set.","The company vat number number needs to be set."
"The configuration has been saved.","The configuration has been saved."
"The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","The controller class '@controller' does not provide any method with the annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output."
"The country code of the phone number is invalid.","The country code of the phone number is invalid."
"The country code of the phone number is missing.","The country code of the phone number is missing."
"The currency preference is invalid.","The currency preference is invalid."
"The currency preference is missing.","The currency preference is missing."
"The customer can decide, how to receive the invoice.","The customer can decide, how to receive the invoice."
"The customer does not finish the payment with in the timeout.","The customer does not finish the payment with in the timeout."
"The date of birth is invalid.","The date of birth is invalid."
"The date of birth is missing.","The date of birth is missing."
"The date of birth is required.","The date of birth is required."
"The date of birth needs to be set.","The date of birth needs to be set."
"The debtor ID for processing SEPA mandates.","The debtor ID for processing SEPA mandates."
"The department name is invalid.","The department name is invalid."
"The department name is missing.","The department name is missing."
"The email address is invalid.","The email address is invalid."
"The email address is missing.","The email address is missing."
"The establishment number is invalid.","The establishment number is invalid."
"The establishment number is missing.","The establishment number is missing."
"The first of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off.","The first of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off."
"The first of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off. The placeholder {reference_id} can be used to display the reference number on the account statement.","The first of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off. The placeholder {reference_id} can be used to display the reference number on the account statement."
"The gender is required.","The gender is required."
"The given BIC is invalid.","The given BIC is invalid."
"The given CVC code has the wrong length.","The given CVC code has the wrong length."
"The given IBAN is invalid.","The given IBAN is invalid."
"The given address was invalid.","The given address was invalid."
"The given card number has an invalid check sum.","The given card number has an invalid check sum."
"The given card number has an invalid length.","The given card number has an invalid length."
"The given hmac key is empty.","No HMAC key entered."
"The given identifier is empty.","The given identifier is empty."
"The given password is empty.","No password entered."
"The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a numeric value with length of two."
"The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a numeric value with length of two."
"The given site number is empty.","The given site number is empty."
"The given transaction is not of type Customweb_OPPCw_Authorization_Transaction.","The given transaction is not of type Customweb_OPPCw_Authorization_Transaction."
"The height of the iframe containing the input field.","The height of the iframe containing the input field."
"The house number addition is invalid.","The house number addition is invalid."
"The house number addition is missing.","The house number addition is missing."
"The house number is invalid.","The house number is invalid."
"The house number is missing.","The house number is missing."
"The identifier as defined in the backoffice of Open Payment Platform.","The identifier as defined in the backoffice of Open Payment Platform."
"The initials are invalid.","The initials are invalid."
"The initials are missing.","The initials are missing."
"The integrity of the response message and parameters can be guaranteed via a digital signature generated with SHA-1 algorithm. This has to be enabled in the PSP administration panel.","The integrity of the response message and parameters can be guaranteed via a digital signature generated with SHA-1 algorithm. This has to be enabled in the PSP administration panel."
"The integrity of the response message and parameters can be guaranteed via a digital signature generated with SHA-1 algorithm. This has to be enabled in the PSP administration panel. This is only needed by the hidden authorization.","The integrity of the response message and parameters can be guaranteed via a digital signature generated with SHA-1 algorithm. This has to be enabled in the PSP administration panel. This is only needed by the hidden authorization."
"The invoice could not be captured and processed by","The invoice could not be captured and processed by Open Payment Platform."
"The invoice could not be captured and processed. Reason:","The invoice could not be captured and processed. Reason: !reason"
"The invoice could not be found.","The invoice could not be found."
"The invoice has been changed.","The invoice has been changed."
"The invoice no longer exists.","The invoice no longer exists."
"The language preference is invalid.","The language preference is invalid."
"The language preference is missing.","The language preference is missing."
"The layout does not contain the tag '!layout_tag'.","The layout does not contain the tag '!layout_tag'."
"The merchant id provided by Open Payment Platform","The merchant id provided by Open Payment Platform"
"The merchant name, displayed to customer on SEPA mandates.","The merchant name, displayed to customer on SEPA mandates."
"The minimum age for ordering with Payolution is 18 years.","The minimum age for ordering with Payolution is 18 years."
"The name of the city is invalid.","The name of the city is invalid."
"The name of the city is missing.","The name of the city is missing."
"The name prefix is invalid.","The name prefix is invalid."
"The name prefix is missing.","The name prefix is missing."
"The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"The order is not fully completed. Please contact the store owner.","The payment could not be conducted."
"The order number is already excisting.","The order number is already excisting."
"The order number is invalid.","The order number is invalid."
"The order number is missing.","The order number is missing."
"The orderline is invalid.","The orderline is invalid."
"The orderline is missing.","The orderline is missing."
"The parameters ""3DSIGNVAL"" was false.","The parameters ""3DSIGNVAL"" was false."
"The parent transaction reference already exists.","The parent transaction reference already exists."
"The parent transaction reference is invalid.","The parent transaction reference is invalid."
"The parent transaction reference is missing.","The parent transaction reference is missing."
"The password is provided by Open Payment Platform.","The password is provided by Open Payment Platform."
"The payment could not be authorized, because it is not certain.","Payment could not be authorised as it is uncertain."
"The payment form will be displayed after submitting the order.","The payment form will be displayed after submitting the order."
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment method !paymentMethod does not support recurring payment.","The payment method !paymentMethod does not support recurring payments."
"The payment method !paymentMethodName does not support the currency '!currency'.","The payment method !paymentMethodName does not support the currency '!currency'."
"The payment method !paymentMethodName is not available in your country ('!country').","The payment method !paymentMethodName is not available in your country ('!country')."
"The payment method '!paymentMethod' cannot be used for Moto payments.","The payment method '!paymentMethod' cannot be used for MoTo payments."
"The payment update has been made.","The payment update has been completed."
"The portal id provided by Open Payment Platform","The portal id provided by Open Payment Platform"
"The postal code is invalid.","The postal code is invalid."
"The postal code is missing.","The postal code is missing."
"The product quantity is invalid.","The product quantity is invalid."
"The product quantity is missing.","The product quantity is missing."
"The provided signature does not match with the one calculated.","The provided signature does not match the one calculated."
"The rang (PBX_RANG) as defined in the live backoffice of Open Payment Platform. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of Open Payment Platform. It must be nummeric value with length two. In the back office it may be displayed as a three char value. You must truncate the first digit."
"The refund announcement failed.","The refund announcement failed."
"The refund failed due to an unkown reason.","The refund failed due to an unknown reason."
"The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The refund item with SKU '@sku' is not present in the original order.","The refund item with SKU '@sku' is not present in the original order."
"The refunding could not be conducted. Error code: !error.","The refund could not be conducted. Error code: !error."
"The response seems not to be valid.","The response seems to be invalid."
"The second of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off.","The second of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off."
"The second of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off. The placeholder {reference_id} can be used to display the reference number on the account statement.","The second of three possible lines to be displayed on account and credit card statements. This line may be up to 27 characters long, all further characters will be cut off. The placeholder {reference_id} can be used to display the reference number on the account statement."
"The secret key set in the Open Payment Platform backend, on .","The secret key set in the Open Payment Platform backend, on ."
"The secret key set in the Open Payment Platform backend, on backendUrlLive____.","The secret key set in the Open Payment Platform backend, on backendUrlLive____."
"The sender ID is provided by Open Payment Platform.","The Sender ID is provided by Open Payment Platform."
"The sender ID is provided by Open Payment Platform. This is only needed by the hidden authorization.","The sender ID is provided by Open Payment Platform. This is only needed by the hidden authorization."
"The shopping cart has been altered!","The shopping cart has been altered!"
"The signature could not be verified.","The signature could not be verified."
"The site id (PBX_RANG) as defined in the backoffice of Open Payment Platform.","The Site ID (PBX_RANG) as defined in the back office of Open Payment Platform."
"The style of the input field, using inline CSS. This style will be appkied if 'Use Style' is set to 'Inline Style'.","The style of the input field, using inline CSS. This style will be appkied if 'Use Style' is set to 'Inline Style'."
"The sub account id provided by Open Payment Platform","The sub account id provided by Open Payment Platform"
"The surname is invalid.","""The surname is invalid."
"The surname is missing.","The surname is missing."
"The telephone number is invalid.","The telephone number is invalid."
"The telephone number is missing.","The telephone number is missing."
